age,brand,model,price_usd,rating,sentiment,country,language,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,Cluster
20,2,0,529.79,4.0,2,6,0,1,4,4,3,2,5,8,2,1
18,5,2,979.27,2.0,1,6,0,0,1,3,2,2,1,0,1,0
32,6,13,211.37,3.0,1,2,0,1,1,5,1,3,3,4,4,1
33,6,17,310.82,2.0,1,7,0,1,1,1,2,1,1,3,3,0
42,1,11,713.05,3.0,1,5,0,1,3,4,2,3,4,0,1,0
21,6,13,264.18,3.0,1,6,0,0,5,4,2,2,1,3,1,0
23,2,6,716.81,1.0,0,0,0,1,1,1,1,1,1,1,4,0
25,1,12,625.07,3.0,2,3,1,1,3,3,2,2,2,6,2,1
43,1,11,708.0894736842105,3.0,1,1,3,1,3,2,1,2,3,3,4,0
28,0,21,1044.62,5.0,2,3,1,0,3,4,5,4,5,8,3,2
43,0,19,790.44,4.0,2,5,0,0,4,4,4,3,4,10,0,2
19,4,16,598.11,1.0,0,6,0,1,1,3,1,1,1,1,0,0
31,2,6,592.49,3.0,2,1,3,0,4,2,1,1,2,3,4,1
25,0,21,1443.96,2.0,0,5,0,1,1,1,2,1,1,1,3,0
43,3,7,788.59,1.0,0,4,2,1,2,1,1,1,1,3,2,0
20,4,15,402.76,1.0,0,0,0,1,2,1,1,1,1,6,4,0
18,1,10,1043.57,4.0,2,7,0,1,4,4,5,5,2,4,3,2
18,4,16,344.98,2.0,0,2,0,1,2,1,1,1,3,3,3,0
31,0,21,1481.84,5.0,2,1,3,1,5,5,4,5,4,7,3,2
42,5,4,1348.61,1.0,1,7,0,1,1,1,2,1,1,2,0,0
25,4,15,526.29,2.0,2,2,0,1,1,2,2,1,1,1,0,0
20,6,5,320.75816993464053,1.0,0,0,0,1,1,1,1,1,1,2,0,0
38,2,14,337.06,3.0,1,2,0,0,1,1,2,2,3,2,1,0
30,6,13,669.86,3.0,2,5,0,1,4,4,4,3,3,7,3,1
18,0,18,934.66,2.0,0,3,1,1,3,1,1,1,3,2,3,0
29,1,11,537.06,5.0,2,2,0,1,3,3,5,3,5,5,1,1
37,6,13,489.84,3.0,0,6,0,1,5,2,3,1,3,0,2,0
20,1,12,652.280701754386,4.0,2,1,3,1,3,5,3,4,2,3,4,1
33,3,7,447.58,3.0,2,0,0,1,2,3,2,2,2,4,0,1
29,2,14,515.61,1.0,1,0,0,1,1,1,1,1,1,1,3,0
24,1,11,848.62,5.0,2,1,3,1,5,4,2,4,5,6,4,1
36,0,19,1207.38,5.0,2,0,0,1,4,5,5,3,4,4,1,2
45,0,20,869.16,1.0,0,5,0,1,2,1,2,1,1,5,4,0
42,2,0,403.66,4.0,2,2,0,1,3,3,1,3,5,2,1,1
21,6,5,346.99,4.0,2,0,0,0,2,3,2,4,4,3,1,1
19,1,10,676.97,3.0,0,4,2,0,1,1,1,1,1,2,2,0
24,6,5,543.38,2.0,1,1,3,1,1,2,2,2,1,5,2,0
21,2,14,530.41,2.0,1,5,0,1,2,1,1,2,1,3,1,0
19,3,8,802.82,4.0,2,7,0,1,3,3,1,3,5,4,2,1
24,4,15,497.94,2.0,0,0,0,1,1,1,1,2,1,3,3,0
27,1,10,649.07,3.0,0,7,0,0,3,2,4,2,5,2,1,0
31,6,13,472.23,2.0,2,0,0,1,2,3,1,1,1,4,2,0
22,2,14,263.63,4.0,2,7,0,1,3,3,4,2,2,6,1,1
31,3,8,884.43,3.0,2,0,0,1,3,3,4,2,2,6,3,1
33,3,9,658.75,4.0,2,5,0,1,4,4,2,4,3,7,2,1
44,5,2,977.91,4.0,2,7,0,1,4,2,1,4,3,4,0,1
52,0,21,897.87,3.0,2,7,0,1,4,3,2,2,2,1,1,2
32,2,6,762.91,2.0,1,2,0,1,1,1,2,3,3,3,2,0
26,1,12,519.96,4.0,2,5,0,1,5,2,4,3,3,5,0,1
34,1,11,1073.5,3.0,0,6,0,1,2,1,1,3,1,2,0,0
24,0,21,1344.11,5.0,2,7,0,0,5,4,5,5,5,3,2,2
34,2,6,557.66,4.0,2,5,0,0,2,4,2,4,5,1,0,1
32,0,18,1365.89,2.0,1,5,0,1,2,2,3,1,1,1,0,0
42,4,16,262.31,2.0,1,1,3,1,1,1,2,2,1,0,3,0
31,2,6,481.77,4.0,2,5,0,1,5,4,3,3,3,5,0,1
24,2,6,282.18,3.0,1,7,0,1,2,3,4,3,1,2,3,0
18,6,5,244.84,4.0,2,5,0,1,4,4,3,2,5,4,3,1
32,6,5,428.61,4.0,2,2,0,1,3,3,5,5,4,4,2,1
27,0,21,1077.2679738562092,2.0,2,0,0,1,1,1,2,2,1,3,1,2
42,1,12,803.17,2.0,1,6,0,1,1,1,3,1,1,0,2,0
26,2,6,744.93,5.0,2,6,0,1,5,5,4,5,5,5,1,1
31,5,2,905.24,1.0,0,2,0,1,1,1,1,1,1,3,2,0
19,3,7,887.36,5.0,2,2,0,1,3,4,5,4,5,6,0,1
30,2,14,576.85,4.0,2,0,0,0,3,5,3,5,4,7,3,1
37,5,3,565.59,3.0,1,6,0,1,3,1,3,2,2,2,3,0
37,4,16,393.29474094871296,2.0,1,5,0,1,3,1,2,4,3,2,2,0
31,2,0,289.05,4.0,2,7,0,1,4,1,2,2,3,5,4,1
49,5,1,1328.73,5.0,2,2,0,0,5,3,4,3,4,3,1,1
18,6,5,228.44,2.0,0,3,1,0,2,1,1,1,2,0,4,0
46,3,9,725.79,3.0,1,2,0,1,2,3,2,4,2,2,2,0
18,0,19,1312.76,3.0,1,2,0,1,3,2,3,3,3,1,3,2
39,0,19,851.52,1.0,0,2,0,1,2,2,1,1,1,4,3,0
34,6,17,671.07,4.0,2,1,3,1,3,2,2,1,4,6,3,1
27,2,14,535.57,2.0,2,4,2,1,1,2,2,2,2,1,3,0
19,2,0,506.47,1.0,0,0,0,0,1,1,2,1,1,0,4,0
18,6,17,437.69,5.0,2,5,0,0,5,3,3,4,5,6,0,1
29,1,11,580.07,2.0,0,6,0,1,2,1,2,1,1,0,4,0
31,2,6,779.64,3.0,1,3,1,1,2,2,4,3,2,3,3,0
32,6,5,535.71,3.0,1,2,0,0,2,2,4,3,2,1,3,0
18,3,7,757.28,4.0,2,6,0,1,2,4,3,5,3,4,2,1
40,2,6,408.4,1.0,0,6,0,1,1,1,1,3,1,2,0,0
22,3,9,490.15032679738556,4.0,1,0,0,1,5,3,4,5,3,1,3,1
18,3,7,708.45,2.0,2,6,0,0,1,3,2,2,2,6,3,1
36,5,3,1312.67,3.0,2,2,0,1,1,2,1,1,3,2,0,0
39,2,6,569.66,3.0,2,2,0,1,1,2,2,2,3,5,1,1
21,6,5,328.68,1.0,0,4,2,0,1,1,1,1,1,2,2,0
29,0,20,1359.437908496732,4.0,2,0,0,1,4,3,4,3,4,8,4,2
35,6,5,610.95,1.0,0,3,1,1,2,1,1,1,1,4,4,0
20,0,19,999.5591397849462,5.0,2,3,1,1,5,4,5,4,5,11,1,2
41,5,2,1323.65,2.0,1,6,0,1,1,2,3,1,2,2,2,0
24,2,6,207.96,5.0,2,5,0,0,5,3,5,5,4,7,0,1
42,2,14,429.43,1.0,0,4,2,0,1,1,1,1,1,3,0,0
27,3,8,454.72,3.0,0,0,0,0,1,1,1,2,1,3,3,0
35,2,14,602.52,3.0,2,5,0,1,3,3,3,2,1,1,3,0
29,3,7,569.76,5.0,2,7,0,1,5,4,5,3,5,4,1,1
21,6,13,239.32,3.0,2,4,2,1,2,1,2,1,2,8,1,1
23,4,15,549.99,5.0,2,1,3,1,5,4,4,5,4,4,2,1
18,5,4,1116.96,3.0,1,6,0,0,4,3,1,2,2,1,1,0
33,6,5,641.33,4.0,2,2,0,1,4,4,5,2,5,8,2,1
48,4,15,283.38,4.0,2,1,3,1,4,2,3,3,2,8,2,1
21,6,13,476.42,3.0,1,7,0,1,2,1,2,3,3,3,3,0
31,1,12,881.35,4.0,2,5,0,1,4,4,2,4,3,8,0,1
22,4,16,312.76,3.0,2,6,0,1,1,2,2,3,3,6,0,1
32,4,16,438.86,3.0,1,1,3,1,2,3,2,1,2,3,0,0
33,6,13,632.43,5.0,2,4,2,1,3,5,5,5,4,5,2,1
18,1,10,991.91,3.0,2,2,0,1,4,2,5,3,4,5,0,2
32,4,15,494.25,3.0,2,0,0,1,1,3,3,2,2,4,0,1
32,1,11,921.56,5.0,2,6,0,1,3,5,5,4,4,2,0,2
18,3,7,433.02,2.0,1,0,0,1,1,1,1,3,2,1,2,0
18,3,9,799.0,3.0,2,0,0,1,1,3,3,3,2,5,2,1
18,4,16,322.68,3.0,1,3,1,0,5,1,3,3,3,4,4,1
42,5,3,556.38,5.0,2,5,0,1,3,3,3,5,4,6,0,1
23,4,15,468.57,4.0,2,7,0,1,2,5,2,3,3,5,0,1
39,0,19,861.15,2.0,2,1,3,1,2,1,1,3,2,2,4,2
39,5,4,613.67,3.0,2,7,0,1,4,1,3,2,3,8,2,1
26,0,20,1211.57,3.0,2,3,1,0,3,2,2,2,1,3,3,2
24,1,11,1033.09,3.0,2,7,0,1,4,5,5,3,4,4,1,2
18,4,15,458.2,2.0,1,4,2,0,3,2,1,1,3,1,3,0
42,0,20,1454.75,5.0,2,0,0,0,5,4,3,5,4,5,1,2
32,5,1,1246.32,3.0,1,3,1,0,2,4,4,1,3,2,3,0
26,3,7,563.05,2.0,1,4,2,1,1,2,2,1,2,1,1,0
47,2,6,440.21,4.0,2,4,2,1,3,2,3,4,3,5,4,1
18,3,7,351.43,4.0,2,6,0,1,4,3,3,2,3,4,3,1
45,0,20,1126.95,2.0,0,1,3,1,1,2,1,1,1,2,3,0
26,1,12,662.85,5.0,2,2,0,0,5,3,4,5,3,6,2,1
37,2,0,796.04,5.0,2,7,0,1,5,5,5,3,3,6,1,1
28,3,9,405.03,5.0,2,6,0,1,5,5,5,5,5,8,0,1
25,0,20,720.96,3.0,1,4,2,1,2,2,1,3,4,1,1,0
31,3,9,383.75,2.0,0,3,1,0,1,2,1,1,2,4,4,0
22,3,7,772.95,2.0,0,7,0,1,3,1,2,3,1,2,2,0
42,1,10,842.21,3.0,2,5,0,1,2,3,3,2,3,4,4,2
47,3,9,512.99,3.0,2,2,0,1,1,4,4,2,3,3,4,1
34,5,1,450.68070175438595,1.0,0,1,3,1,1,1,1,1,1,1,3,0
30,3,7,390.85,5.0,2,3,1,1,4,4,5,5,4,1,3,1
18,5,4,1197.15,4.0,2,7,0,1,4,3,5,2,5,4,1,1
28,3,8,750.73,1.0,0,7,0,1,1,1,1,1,1,1,1,0
24,3,8,455.01,2.0,1,0,0,1,1,2,2,1,2,0,4,0
26,4,16,516.33,2.0,0,6,0,0,3,1,2,3,3,5,2,0
26,6,17,547.35,3.0,2,2,0,1,1,2,1,1,1,0,4,0
29,5,3,588.4105263157894,3.0,1,1,3,1,5,4,3,3,2,4,1,1
27,5,2,582.18,5.0,2,6,0,1,4,5,4,3,5,5,4,1
18,2,6,367.57,3.0,2,6,0,0,2,4,4,1,3,5,0,1
40,5,3,932.13,3.0,2,4,2,0,2,2,3,1,3,6,0,1
33,0,18,1424.876811594203,1.0,2,2,0,1,1,1,1,3,1,1,4,2
37,6,17,405.07,1.0,0,3,1,1,1,2,1,1,3,0,2,0
30,5,4,633.65,3.0,1,7,0,1,3,2,3,2,4,2,2,0
40,1,12,797.48,2.0,0,0,0,1,2,2,1,1,2,1,0,0
35,2,0,260.39,1.0,0,2,0,0,2,2,1,1,1,0,0,0
24,2,0,404.6470588235294,1.0,0,0,0,1,1,1,1,2,1,4,2,0
41,2,6,236.31,1.0,2,2,0,1,1,1,1,2,1,5,3,0
18,2,0,610.0,2.0,0,5,0,1,1,2,2,2,1,5,4,0
18,2,6,667.3,4.0,1,7,0,1,3,4,3,3,4,1,2,1
33,3,7,910.08,1.0,0,7,0,1,1,1,1,2,1,1,4,0
22,2,14,664.61,3.0,1,0,0,1,2,1,3,3,4,4,4,0
22,5,1,701.69,3.0,1,7,0,1,1,1,2,1,1,3,4,0
26,1,12,527.9,2.0,0,2,0,1,2,2,2,1,2,3,4,0
27,1,12,1062.7189542483661,4.0,2,0,0,0,4,3,3,3,4,10,4,2
30,5,1,735.53,4.0,2,2,0,1,1,3,2,4,4,4,0,1
24,5,4,783.55,4.0,1,0,0,1,1,3,4,2,3,1,2,0
37,0,19,1066.53,3.0,2,7,0,1,3,2,2,3,2,5,1,2
31,4,16,589.18,5.0,2,3,1,1,3,5,5,3,5,2,0,1
31,3,8,539.67,3.0,2,0,0,1,2,2,2,3,3,3,4,1
31,4,15,325.5,3.0,1,6,0,1,3,3,3,3,3,0,0,0
18,5,4,1044.82,2.0,1,7,0,1,1,1,2,1,1,0,0,0
26,6,17,668.99,3.0,1,5,0,1,3,1,2,3,1,0,4,0
19,4,15,245.52,4.0,2,5,0,1,2,3,2,2,4,5,1,1
23,3,8,683.8,4.0,2,3,1,1,5,2,3,3,5,3,4,1
37,2,0,432.98,1.0,0,0,0,1,1,1,1,1,1,1,3,0
32,3,7,619.62,3.0,1,5,0,1,2,2,1,4,4,3,3,0
29,3,8,828.99,5.0,2,6,0,1,5,4,5,5,4,3,2,1
26,2,0,311.61,3.0,1,7,0,1,1,1,3,1,2,3,0,0
21,6,17,607.51,3.0,2,7,0,1,5,2,3,2,3,5,2,1
42,6,5,667.97,3.0,1,5,0,0,1,1,4,1,1,3,0,0
35,0,19,1071.02,1.0,0,2,0,1,1,1,2,1,1,2,4,0
34,2,14,307.01,3.0,2,3,1,1,3,3,2,3,1,9,0,1
39,6,5,585.24,4.0,2,1,3,0,3,5,5,3,4,4,1,1
39,2,6,499.94,2.0,1,6,0,1,2,3,1,1,1,2,4,0
45,5,4,667.66,3.0,2,2,0,1,2,1,1,1,3,2,0,0
34,1,10,985.81,5.0,2,6,0,1,4,5,5,5,5,2,2,2
23,0,21,1432.75,1.0,0,5,0,1,1,1,3,1,1,3,0,0
18,0,20,1232.42,3.0,1,0,0,1,3,3,3,2,2,2,1,2
37,0,18,1448.81,5.0,2,4,2,1,3,5,4,3,4,8,1,2
28,5,1,658.22,4.0,2,4,2,1,3,3,4,1,4,7,2,1
38,6,13,550.8,1.0,1,2,0,1,1,3,1,2,1,6,3,0
39,2,14,351.81,2.0,0,1,3,1,2,1,1,2,1,3,0,0
18,0,20,828.48,2.0,1,1,3,1,1,2,2,2,1,1,0,0
32,0,18,1427.65,4.0,1,0,0,1,5,4,3,2,3,3,0,2
39,0,20,1476.06,2.0,1,6,0,0,1,2,2,1,1,2,4,2
30,5,2,1022.99,3.0,2,2,0,1,3,2,4,4,4,2,4,1
23,2,14,424.88,3.0,2,5,0,0,1,1,3,1,1,6,3,1
40,0,20,1258.4358974358975,3.0,2,6,0,1,4,5,3,4,3,3,1,2
34,2,6,788.4117647058823,3.0,1,0,0,1,4,3,4,3,3,1,1,0
18,5,2,482.81,4.0,2,2,0,1,5,3,4,5,5,10,3,1
23,3,9,934.98,1.0,0,2,0,1,1,1,2,2,1,5,1,0
18,0,19,1266.54,2.0,0,5,0,1,2,1,2,1,1,3,4,0
19,5,3,918.91,3.0,2,4,2,1,3,2,1,3,3,3,4,1
35,1,11,723.96,1.0,1,4,2,1,1,1,1,1,1,3,4,0
43,6,17,557.48,4.0,2,3,1,0,4,4,3,4,3,3,4,1
18,5,1,814.07,1.0,1,4,2,1,1,3,1,1,2,1,3,0
30,6,13,374.47,1.0,0,3,1,1,2,1,1,1,3,3,2,0
36,4,15,449.77,3.0,1,4,2,1,2,2,3,2,1,2,3,0
33,1,11,633.67,3.0,1,3,1,1,2,3,4,3,5,1,0,0
33,0,21,994.58,1.0,0,0,0,1,1,1,3,1,1,4,2,0
31,3,8,901.45,2.0,1,0,0,1,2,5,1,2,2,2,4,0
20,0,18,1155.6,3.0,2,3,1,1,2,4,2,2,3,6,3,2
25,3,8,685.78,1.0,0,6,0,1,1,1,1,1,1,2,0,0
18,4,15,187.18,5.0,2,5,0,0,5,4,4,4,4,5,4,1
38,1,12,584.68,2.0,2,7,0,1,2,1,1,1,2,2,3,0
50,0,18,1451.67,4.0,2,0,0,1,3,2,3,3,2,8,1,2
18,4,15,225.67,1.0,0,4,2,1,1,1,2,1,1,3,1,0
53,0,19,1455.36,5.0,2,0,0,0,3,3,5,3,3,2,0,2
46,2,6,638.96,3.0,1,6,0,1,1,2,1,1,2,2,1,0
44,2,0,467.53,2.0,0,6,0,1,1,1,2,1,2,2,0,0
22,1,11,683.68,4.0,2,1,3,1,3,2,4,3,5,6,2,1
18,2,14,795.63,1.0,0,1,3,1,1,2,2,1,1,2,4,0
31,2,0,520.47,3.0,2,6,0,0,3,2,3,1,1,1,3,0
39,5,3,857.62,2.0,1,4,2,1,2,2,2,2,2,5,2,0
46,3,8,878.27,2.0,1,4,2,1,1,2,1,2,2,3,2,0
37,2,0,333.26,5.0,2,2,0,1,4,4,5,4,5,3,3,1
31,2,0,411.12,3.0,2,0,0,1,4,2,2,3,3,6,3,1
24,5,4,952.3,4.0,2,4,2,1,5,3,4,5,3,3,3,1
46,6,17,433.15,3.0,1,3,1,0,1,3,1,4,2,1,4,0
27,4,15,421.24,5.0,2,1,3,1,4,4,3,4,4,6,2,1
23,6,5,505.88461538461536,3.0,2,6,0,1,3,2,1,2,2,6,4,1
18,5,3,1309.32,3.0,2,7,0,1,3,1,3,1,5,6,1,1
25,4,16,210.18,3.0,2,4,2,1,3,3,4,3,3,4,1,1
43,2,6,284.35,2.0,1,4,2,1,1,1,2,1,1,4,3,0
45,5,2,908.89,5.0,2,5,0,1,5,4,5,4,5,6,1,1
23,0,18,1489.54,5.0,2,2,0,1,5,3,3,4,4,3,4,2
28,0,18,1498.16,3.0,2,3,1,1,2,4,3,3,1,4,2,2
20,5,4,950.75,5.0,2,2,0,1,5,4,4,4,5,6,2,1
43,3,7,399.52,4.0,2,1,3,1,1,3,4,3,1,3,4,1
35,4,15,380.35,1.0,0,7,0,1,1,2,1,1,1,1,0,0
18,3,9,454.22,2.0,2,2,0,1,2,1,1,1,2,6,2,1
30,3,7,791.12,4.0,2,7,0,1,3,4,4,5,3,2,4,1
27,2,14,728.29,3.0,1,7,0,1,2,2,1,3,1,0,2,0
18,5,2,653.36,3.0,0,5,0,1,4,1,3,2,2,3,3,0
24,4,16,568.78,4.0,2,2,0,0,4,4,3,5,2,4,3,1
26,4,15,585.6,4.0,2,6,0,1,4,3,3,2,4,9,4,1
36,0,21,793.82,5.0,2,3,1,1,5,5,5,4,5,5,0,2
27,6,5,695.51,4.0,1,1,3,1,3,2,4,3,3,2,0,1
51,0,18,940.1176470588235,3.0,2,0,0,1,2,4,3,3,3,3,1,2
31,0,18,870.82,3.0,1,0,0,1,2,3,3,2,3,2,2,2
35,0,18,796.54,4.0,2,4,2,1,3,1,5,5,4,8,3,2
36,0,20,964.62,4.0,2,7,0,1,3,3,2,4,4,5,2,2
43,6,13,480.06,1.0,0,1,3,1,1,1,1,1,1,1,2,0
25,4,15,396.73,1.0,1,3,1,1,1,2,1,1,1,1,0,0
23,3,8,861.1,4.0,0,7,0,0,3,4,4,2,5,0,4,0
19,5,4,990.3763440860214,1.0,0,3,1,1,1,1,1,1,1,2,2,0
45,6,13,683.97,3.0,2,7,0,1,2,2,3,3,3,4,3,1
24,6,5,401.43,2.0,1,6,0,1,2,2,1,3,1,0,2,0
18,0,20,904.41,4.0,2,1,3,1,4,5,4,3,4,8,0,2
27,5,1,989.19,5.0,2,4,2,1,3,4,5,5,5,3,3,1
49,5,2,907.66,2.0,1,2,0,1,1,2,1,1,1,2,3,0
40,1,11,620.1182795698925,4.0,2,3,1,0,4,4,4,2,4,3,0,1
18,6,17,588.34,4.0,2,0,0,1,4,3,3,3,4,5,1,1
34,5,3,1162.76,5.0,2,4,2,1,5,5,5,5,5,9,4,1
33,2,14,705.19,3.0,1,3,1,1,2,2,2,2,3,0,4,0
20,4,16,423.59,4.0,2,4,2,1,3,2,4,2,4,5,0,1
22,1,12,936.09,1.0,0,1,3,1,1,1,1,1,1,3,3,0
35,3,7,794.16,4.0,1,1,3,1,3,4,4,3,3,1,0,1
35,6,17,657.94,5.0,2,4,2,0,4,5,4,4,5,6,1,1
33,0,18,1036.53,3.0,2,3,1,0,2,2,1,2,3,5,4,2
33,1,10,786.2,3.0,2,1,3,1,3,3,2,3,3,1,3,2
25,0,19,869.79,5.0,1,7,0,1,5,4,5,5,4,5,4,2
25,2,0,722.08,4.0,2,1,3,1,4,3,3,4,4,5,4,1
31,5,1,650.65,1.0,0,5,0,1,1,1,1,1,2,0,1,0
25,5,1,609.22,3.0,2,4,2,1,3,4,2,3,4,3,0,1
50,3,8,668.36,3.0,0,3,1,1,2,3,4,4,1,2,1,0
46,6,5,468.01,3.0,2,1,3,1,1,2,3,3,2,3,3,1
48,6,13,650.39,2.0,0,7,0,0,1,1,1,3,2,3,3,0
33,5,1,883.94,3.0,1,7,0,1,2,3,2,3,4,3,3,0
18,3,9,547.76,2.0,1,1,3,0,3,1,1,3,1,4,1,0
32,4,15,325.2287581699346,2.0,1,0,0,1,1,1,3,1,2,2,3,0
49,6,5,299.88,3.0,2,3,1,1,3,3,3,3,4,5,1,1
18,0,19,1308.52,2.0,0,5,0,1,1,1,2,3,2,1,3,0
20,1,12,564.16,4.0,2,7,0,1,3,2,3,4,5,0,3,1
40,4,16,313.56,3.0,2,3,1,1,3,3,1,3,3,6,2,1
29,3,7,783.29,2.0,1,1,3,0,1,2,2,1,2,2,4,0
32,6,17,235.91,2.0,1,6,0,1,3,1,1,1,1,1,1,0
53,1,12,573.21,4.0,2,2,0,1,5,4,4,3,3,3,3,1
29,3,7,950.25,3.0,2,3,1,1,4,5,5,5,4,1,2,1
46,1,12,730.1,4.0,2,6,0,1,3,3,2,2,4,7,4,1
30,0,18,1326.44,4.0,2,1,3,1,3,3,4,3,3,2,4,2
24,6,5,304.26,1.0,2,3,1,1,2,1,1,1,1,2,0,0
21,2,0,623.04,4.0,2,7,0,1,5,4,2,2,5,6,2,1
18,0,20,1497.5098039215686,4.0,2,0,0,0,3,3,3,4,3,5,4,2
35,1,11,984.96,4.0,2,3,1,1,3,2,3,4,4,5,0,2
27,2,0,368.99,4.0,2,0,0,0,3,5,5,3,4,3,1,1
19,2,14,794.58,4.0,2,1,3,1,4,2,4,3,3,4,4,2
27,2,0,723.26,4.0,1,4,2,1,3,3,3,2,3,1,2,0
21,3,9,548.35,5.0,2,6,0,1,5,5,5,4,3,6,2,1
25,1,10,936.34,3.0,2,1,3,1,1,2,2,2,2,2,1,2
22,4,16,470.34,2.0,1,7,0,1,3,1,3,1,1,1,4,0
18,1,11,693.71,2.0,1,7,0,1,2,2,2,2,2,4,2,0
36,1,11,851.35,1.0,0,0,0,1,1,1,1,1,1,1,1,0
38,1,10,1043.24,4.0,2,7,0,1,4,3,5,2,3,7,0,2
26,6,5,566.47,2.0,2,0,0,1,1,2,1,1,2,2,4,0
31,5,1,1358.55,3.0,0,0,0,1,3,2,3,4,1,5,1,0
26,0,20,1402.93,4.0,2,5,0,1,3,3,2,4,5,8,4,2
18,1,12,846.42,3.0,1,4,2,1,3,1,3,3,3,1,1,0
31,0,21,746.18,4.0,2,5,0,1,4,4,4,4,3,3,0,2
18,0,21,1191.97,1.0,1,3,1,1,1,1,1,1,1,5,1,0
33,3,7,460.14,1.0,0,7,0,1,1,2,2,1,1,0,4,0
39,0,21,950.96,2.0,2,4,2,0,4,3,1,2,1,4,0,2
33,4,16,253.23,5.0,2,5,0,1,4,5,5,3,5,5,2,1
18,3,8,491.1,4.0,2,0,0,1,3,2,4,4,3,4,0,1
18,2,6,358.05,2.0,2,4,2,1,2,1,1,1,2,5,3,0
47,3,7,473.0,2.0,0,7,0,1,2,2,2,1,1,2,2,0
36,1,11,808.25,4.0,2,3,1,1,4,4,3,3,4,6,2,1
31,1,12,1014.44,4.0,2,6,0,1,1,2,4,5,5,6,0,2
34,1,10,1020.94,3.0,1,4,2,1,2,4,1,2,3,2,2,0
20,0,21,1192.15,3.0,2,1,3,1,4,5,3,4,4,3,2,2
44,2,6,684.53,5.0,2,2,0,1,5,4,4,5,4,7,3,1
40,4,16,479.44,4.0,2,7,0,0,3,4,1,1,3,10,4,1
35,2,0,315.64,3.0,1,6,0,0,3,4,3,1,3,2,3,0
30,1,12,751.66,3.0,2,2,0,1,3,3,4,1,1,3,1,2
25,3,8,480.52,2.0,0,4,2,1,1,2,1,1,2,0,1,0
18,1,11,863.88,3.0,2,2,0,1,3,4,3,3,3,5,3,2
20,1,12,790.48,1.0,0,3,1,0,1,1,1,1,2,2,2,0
39,3,7,482.82,4.0,2,6,0,1,2,4,4,3,2,6,2,1
25,5,4,1071.01,4.0,2,1,3,1,3,4,5,4,3,5,4,1
41,4,15,354.59,2.0,0,7,0,1,1,2,2,3,2,3,1,0
42,2,6,654.81,2.0,1,5,0,1,2,1,1,1,1,4,4,0
39,3,7,502.43,4.0,2,7,0,0,4,4,2,3,4,4,0,1
18,5,2,563.82,1.0,0,3,1,1,1,1,2,1,2,1,0,0
22,2,14,506.4617580798373,4.0,2,7,0,0,5,3,4,4,3,4,0,1
33,3,9,728.44,2.0,1,1,3,1,1,3,2,3,1,2,4,0
23,5,3,1.0,5.0,2,7,0,1,5,4,5,5,5,11,3,1
25,6,13,362.98,3.0,1,4,2,1,1,3,4,2,2,0,1,0
26,4,16,301.88,2.0,0,6,0,1,2,1,2,2,1,1,3,0
18,5,1,677.21,3.0,1,1,3,1,1,2,3,2,2,4,4,0
29,4,15,379.43,3.0,1,4,2,1,2,3,3,2,2,3,4,0
29,4,16,215.97,4.0,1,4,2,1,5,3,3,5,4,2,4,1
33,5,3,628.38,5.0,2,3,1,1,4,5,5,5,4,5,4,1
34,2,14,710.04,3.0,0,1,3,1,1,1,2,2,1,1,4,0
51,4,16,242.12,5.0,2,3,1,1,5,3,4,5,5,4,1,1
29,6,5,564.11,3.0,2,4,2,1,2,2,2,2,1,3,3,1
31,5,2,826.81,1.0,1,1,3,1,1,1,1,1,1,2,4,0
36,1,12,826.47,5.0,2,3,1,1,5,4,4,5,5,1,0,2
22,0,19,1097.59,5.0,2,7,0,1,5,5,5,4,5,2,3,2
18,6,13,591.95,1.0,0,0,0,1,1,1,1,1,2,1,0,0
36,3,8,808.59,3.0,0,2,0,0,4,1,2,4,4,0,2,0
20,5,3,558.44,3.0,2,2,0,1,1,1,4,1,2,4,3,1
36,2,0,705.62,2.0,0,6,0,1,1,3,1,1,4,1,0,0
30,6,17,689.36,4.0,2,7,0,0,3,5,4,2,3,1,0,1
18,1,12,545.47,3.0,0,3,1,1,3,2,2,3,2,3,3,0
44,4,16,570.76,3.0,2,3,1,1,3,3,1,2,1,6,2,1
35,1,12,803.5713622754358,3.0,1,3,1,0,3,2,3,2,2,0,4,0
34,4,16,535.9,3.0,2,0,0,1,2,3,2,1,2,0,3,0
21,5,4,961.8700000000001,1.0,0,4,2,1,1,1,1,1,1,2,2,0
29,6,13,567.55,3.0,0,1,3,0,4,3,3,3,1,1,1,0
30,0,18,1261.59,5.0,2,2,0,0,3,4,5,3,4,3,0,2
30,4,16,286.35,4.0,2,5,0,1,3,5,4,1,5,2,2,1
39,3,8,787.79,3.0,2,5,0,0,2,3,2,4,3,6,0,1
24,0,19,1100.2005547096874,5.0,2,5,0,1,5,4,4,5,4,5,0,2
23,3,8,607.53,3.0,2,6,0,1,4,3,3,2,3,7,4,1
18,1,10,693.3,2.0,0,3,1,0,1,1,1,2,3,2,4,0
43,1,11,561.14,3.0,2,5,0,1,3,1,3,1,3,8,1,1
29,3,9,998.14,4.0,2,0,0,1,4,3,1,4,3,2,4,2
32,3,9,419.92,1.0,1,2,0,1,1,1,1,1,1,1,0,0
30,6,17,326.52,2.0,1,4,2,1,2,2,2,3,1,2,1,0
